"JP04","157794/1","201106/1","110958/1","150306/1","174060/1","55813/1","122369/1","201552/1","183795/1","180813/1","119209/1","119582/1","147788/1","168691/1","108884/1","182684/1","172234/1","141551/1","192067/1","124018/1","124560/1","125602/1","147948/1","149931/1","168973/1","116321/1","198255/1","57132/1","127744/1","155594/1","16976/1","139431/1","120633/1","198436/1","115582/1","38640/1","64940/1","149071/1","163397/1","95776/1","56297/1","61092/1","118297/1","45508/1","77219/1","190138/1","186379/1","56145/1","134688/1","100152/1","83578/1","186653/1","168865/1","121503/1","51083/1","64695/1","48550/1","49893/1","104869/1","196290/1","181574/1","106777/1","72031/1","202651/1","55235/1","43350/1","162926/1","114404/1","134700/1","149803/1","34383/1","157927/1","98090/1","187520/1","206168/1","191287/1","184864/1","168282/1","147587/1","158676/1","161605/1","147782/1","160757/1","159004/1","60905/1","204358/1","149002/1","68682/1","32926/1","190241/1","75671/1","121072/1","132014/1","205644/1","166075/1","150385/1","118527/1","56693/1","42718/1","185522/1","138918/1","119033/1","49248/1","49112/1","167402/1","162468/1","63311/1","41066/1","192132/1","177243/1","190038/1","180705/1","144736/1","34025/1","186879/1","135005/1","107731/1","48722/1","33811/1","34276/1","137904/1","94692/1","53378/1","101202/1","56960/1","18017/1","35482/1","200282/1","63017/1","189476/1","166589/1","80946/1","135085/1","108661/1","137407/1","167450/1","52708/1","148438/1","59031/1","129229/1","125415/1","103726/1","89819/1","58608/1","117149/1","106994/1","41421/1","197296/1","11068/1","27742/1","75008/1","110252/1","1561/1","65093/1","205276/1","extracted_numbers"
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.968,96.246,98.35,NA,97.247,NA,95.601,NA,NA,NA,NA,NA,NA,NA,NA,98.521,97.551,98.06,97.843,NA,97.765,NA,99.03,98.859,96.455,NA,98.403,93.57,96.532,98.802,NA,96.248,96.097,93.222,96.648,97.436,96.422,98.802,98.857,89.145,96.997,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.957,98.048,98.475,NA,98.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.475,95.699,97.826,98.482,NA,93.103,NA,97.403,97.408,96.344,NA,97.603,92.094,96.753,97.603,NA,96.95,98.043,90.411,96.753,96.522,97.629,94.168,94.397,86.966,95.896,98.257,98.043,97.108,98.817,98.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.158,98.153,98.413,NA,94.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.632,99.713,98.677,98.953,NA,92.95,NA,98.947,97.889,94.256,NA,98.677,97.105,98.37,99.471,NA,96.842,99.736,87.368,97.375,98.413,96.561,99.471,97.9,90.305,97.884,98.945,97.396,97.128,98.417,97.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.095,98.726,98.754,NA,98.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.814,97.837,98.668,99.276,NA,93.312,NA,96.907,98.291,97.662,NA,97.659,94.021,96.351,99.13,NA,96.622,98.669,88.521,98.438,98.034,94.581,97.021,98.555,89.194,98.348,98.351,97.175,95.831,98.957,95.789,94.22,92.751,97.686,98.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.361,NA,98.315,NA,98.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.035,98.616,98.194,NA,98.512,NA,98.936,97.57,97.452,NA,98.615,93.832,96.4,98.723,NA,96.757,98.515,88.667,98.457,98.51,94.198,97.413,98.355,90.173,95.024,94.218,98.467,96.197,98.67,98.667,92.207,95.765,98.085,99.097,98.598,99.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.567,96.624,95.708,NA,94.397,NA,100,96.537,96.996,NA,98.701,92.672,96.104,98.701,NA,95.339,97.845,96.774,97.835,97.436,96.413,98.283,96.97,86.25,95.279,96.203,99.567,96.552,97.436,97.835,89.177,87.554,99.134,97.425,100,98.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.825,99.038,98.101,NA,99.048,NA,99.038,99.679,98.408,NA,98.382,94.904,98.718,97.46,NA,100,99.361,94.654,99.681,100,98.403,100,99.038,89.846,98.722,94.969,88.923,97.452,98.077,98.722,90.881,93.61,95.86,97.764,98.718,99.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.509,99.097,99.34,NA,98.363,NA,98.206,99.016,96.393,NA,99.26,92.023,95.857,98.608,NA,98.109,98.765,89.583,98.85,98.526,97.785,99.096,99.506,90.092,96.091,97.145,98.849,96.51,98.52,99.097,92.997,91.599,98.207,99.507,98.848,99.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.559,98.993,NA,98.134,NA,96.691,97.487,96.148,NA,97.626,93.172,97.128,97.918,NA,98.556,97.698,86.396,98.569,97.188,96.774,98.633,92.357,91.012,97.268,98.349,99.063,96.841,97.489,98.209,92.045,94.009,99.423,98.698,99.279,98.058,97.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.564,97.675,NA,98.321,NA,99.039,99.039,96.93,NA,98.153,90.447,93.882,98.697,NA,97.705,97.276,86.562,98.421,98.627,97.912,98.013,98.084,90.078,96.892,98.593,99.107,96.368,98.113,99.005,94.18,93.108,98.869,98.971,97.844,98.698,99.006,98.024,96.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.988,98.856,NA,98.632,NA,98.537,98.731,97.999,NA,98.505,92.31,95.82,98.982,NA,97.497,98.791,90.712,97.523,98.126,96.014,97.996,98.41,86.991,96.924,98.665,97.722,97.936,97.28,97.106,93.906,94.075,98.541,98.603,99.11,97.931,98.006,97.467,96.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.346,NA,93.59,NA,99.674,98.684,97.727,NA,99.349,93.528,98.039,97.386,NA,99.674,98.328,93.22,96.764,97.059,97.735,99.673,98.693,93.811,96.104,94.805,97.72,93.949,98.701,98.371,93.891,91.118,99.023,99.674,99.029,99.673,98.697,96.117,98.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.039,NA,98.798,NA,98.889,98.329,97.211,NA,99.024,94.036,96.518,99.161,NA,99.441,97.92,89.182,99.154,97.765,97.486,98.743,99.021,88.766,97.071,96.533,99.58,96.484,97.768,98.886,93.352,90.669,99.022,99.022,98.599,99.163,98.609,98.319,95.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.727,NA,NA,NA,98.085,96.592,94.964,NA,98.933,92.286,95.763,98.119,NA,97.543,98.294,88.523,96.607,97.106,95.551,94.198,97.971,91.121,96.288,96.243,96.97,96.277,97.977,98.506,91.781,91.111,96.816,98.719,98.404,96.676,96.542,97.985,96.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.81,NA,NA,NA,98.675,99.559,98.904,NA,97.368,96.312,94.565,99.559,NA,98.472,98.018,91.685,98.246,98.455,96.93,95.526,90.617,89.038,99.339,98.904,96.923,99.119,99.121,99.56,94.323,91.892,97.351,99.338,99.558,99.117,95.445,97.137,99.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.043,NA,NA,NA,98.903,98.283,95.125,NA,98.219,92.287,96.719,98.766,NA,98.011,97.603,87.602,98.767,98.288,98.903,97.88,88.889,88.111,95.751,98.295,98.08,96.436,99.107,98.836,96.271,92.032,98.156,98.356,98.834,99.45,97.687,98.086,93.986,98.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.269,NA,NA,NA,98.778,99.633,98.901,NA,97.33,95.261,97.57,99.146,NA,99.261,98.297,93.146,98.657,98.768,96.585,96.238,98.413,89.286,95.976,98.168,98.284,96.845,98.77,98.171,92.512,97.253,98.9,97.805,97.697,99.877,98.654,98.662,93.697,97.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.982,NA,NA,NA,99.405,97.034,99.253,NA,98.209,95.359,96.593,98.958,NA,94.239,99.106,91.716,99.255,99.103,94.436,93.058,99.702,89.528,95.906,98.356,96.486,95.864,99.108,97.917,94.37,93.611,97.481,99.701,98.655,98.356,99.104,99.104,92.226,95.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.483,NA,NA,NA,98.718,NA,98.205,NA,98.458,90.551,97.179,98.708,NA,98.708,97.933,93.023,98.974,98.718,96.675,87.088,100,91.771,96.419,98.953,98.205,96.183,98.711,98.956,96.114,94.792,99.742,99.227,98.201,99.742,99.225,97.943,91.071,98.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.237,NA,NA,NA,99.213,NA,97.64,NA,97.547,92.383,93.288,99.213,NA,99.015,98.525,91.359,98.922,98.917,94.444,88.591,99.114,88.953,95.91,98.431,98.139,97.162,99.212,98.23,93.294,95.495,97.939,98.433,99.606,97.941,98.727,98.135,95.716,98.625,98.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.407,NA,NA,NA,99.202,NA,97.711,NA,97.751,91.759,93.826,99.422,NA,92.665,98.269,89.434,99.011,98.001,96.681,95.893,98.761,86.062,97.044,98.792,98.379,96.859,99.256,98.545,94.068,93.062,99.229,99.037,98.543,99.011,98.159,97.996,96.965,98.411,97.679,97.569,98.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.317,NA,NA,NA,NA,NA,NA,NA,99.518,90.307,93.253,99.517,NA,NA,96.875,95.652,99.277,96.2,94.575,99.275,98.792,88.969,97.381,98.313,98.558,93.046,95.952,98.561,95.433,94.815,98.072,100,98.082,99.043,97.356,94.231,93.617,97.596,99.277,98.551,98.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,NA,NA,NA,NA,NA,NA,NA,98.48,92.657,96.081,99.334,NA,NA,98.081,90.352,98.839,98.238,96.627,98.684,98.64,87.791,97.688,98.886,98.224,95.45,98.368,98.554,93.576,93.446,99.118,98.741,97.533,98.351,97.929,97.104,95.353,97.087,98.322,98.973,99.147,97.673,98.969,98.725,97.036,98.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.204,NA,NA,NA,NA,NA,NA,NA,98.63,91.046,95.474,98.914,NA,NA,98.136,91.517,NA,98.63,95.596,98.408,97.626,89.253,97.828,98.482,98.412,93.611,97.552,98.482,95.546,92.909,98.703,98.63,95.705,99.71,99.135,96.97,96.746,96.991,98.336,98.196,98.555,97.903,98.049,98.632,97.477,97.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
100,85.294,90.476,89.922,84.559,86.029,88.372,89.147,86.029,86.822,NA,89.683,86.029,88.889,83.942,NA,85.294,88.372,86.992,86.765,88.976,89.147,83.824,NA,87.565,NA,81.746,86.029,NA,86.179,98.082,100,86.029,NA,83.824,85.075,86.029,84.173,NA,95.444,96.42,98.78,86.029,84.672,99.038,94.891,NA,97.59,90,96.163,97.59,90.394,97.555,99.277,99.517,96.635,98.054,98.072,95.894,91.647,98.798,98.058,94.299,98.063,95.933,96.86,95.444,97.073,98.529,97.129,98.792,97.108,98.561,96.867,97.831,97.115,95.767,88.947,88.947,88.947,88.482,90.23,90.643,88.36,88.36,87.895,87.831,87.831,87.831,87.831,90.303,92.208,90.683,87.166,88.068,86.702,91.447,88.757,88.068,91.391,88.757,84.332,88.69,88.757,86.702,90.789,88.166,88.304,87.429,87.791,90.196,90.196,90.132,90.132,87.647,83.41,89.61,83.105,87.283,87.209,88.462,82.949,86.471,88.158,88.079,87.261,90.152,88.372,86.765,87.692,82.759,83.75,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
