"OrNV-Ma07","41048/1","34828/1","29069/1","29099/1","38635/1","43280/1","3335/1","32540/1","43139/1","39448/1","35241/1","18077/1","31426/1","20610/1","19190/1","43266/1","5723/1","40009/1","32538/1","19256/1","3332/1","30211/1","29070/1","34829/1","41031/1","41059/1","35214/1","29059/1","41069/1","30194/1","44796/1","32554/1","5703/1","44743/1","41041/1","34830/1","30217/1","37980/1","29058/1","43267/1","4533/1","18076/1","38659/1","5702/1","41062/1","31427/1","41030/1","29093/1","43192/1","41047/1","43279/1","41071/1","37895/1","25404/1","32107/1","29080/1","44780/1","19228/1","13415/1","39509/1","38665/1","16947/1","20620/1","41929/1","30193/1","32134/1","37902/1","25461/1","43292/1","29081/1","7901/1","19220/1","43270/1","44783/1","4544/1","32539/1","30199/1","29056/1","20648/1","29094/1","30212/1","7899/1","4536/1","4543/1","44751/1","5701/1","8523/1","30219/1","37998/1","41072/1","20627/1","30201/1","44773/1","38646/1","32068/1","39521/1","23712/1","40359/1","25424/1","35240/1","32098/1","40358/1","3740/1","44791/1","39516/1","8510/1","24623/1","19242/1","25448/1","30186/1","44729/1","35273/1","13876/1","43152/1","8553/1","41924/1","38668/1","37860/1","40361/1","1888/1","44804/1","37859/1","20629/1","19184/1","30190/1","19257/1","39461/1","40350/1","32090/1","38633/1","40362/1","30183/1","19214/1","19235/1","44808/1","20604/1","44840/1","7904/1","39413/1","44834/1","44813/1","8548/1","44741/1","35216/1","39424/1","20622/1","24633/1","1898/1","33356/1","1843/1","13881/1","23754/1","extracted_numbers"
100,98.95,98.029,95.974,98.292,98.417,98.292,96.719,99.214,98.034,NA,97.526,NA,98.558,96.974,98.816,98.029,96.978,NA,98.672,97.117,98.688,NA,98.396,98.296,92.228,97.389,98.555,98.427,93.023,98.686,96.48,99.474,NA,93.032,98.427,99.342,NA,96.723,97.516,98.292,98.298,98.005,95.789,95.106,98.024,97.884,96.592,98.294,96.61,99.474,NA,97.644,97.906,NA,97.507,98.94,NA,97.51,98.042,NA,97.507,97.124,93.527,NA,95.839,96.867,95.561,98.562,NA,94.915,NA,NA,96.855,95.567,NA,98.158,98.031,97.51,94.626,NA,98.287,NA,97.086,NA,99.171,NA,95.138,NA,NA,98.816,94.805,NA,98.296,91.765,99.079,99.081,97.105,94.312,95.579,98.301,99.08,99.079,NA,NA,98.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
100,99.142,98.103,97.607,96.233,98.296,98.969,96.587,97.945,98.625,NA,98.123,NA,97.251,96.558,97.094,99.144,97.782,NA,98.803,97.607,97.627,NA,97.279,93.599,96.747,97.595,97.265,98.635,93.537,99.314,93.761,98.801,NA,99.314,97.436,96.886,NA,97.418,98.799,96.233,95.085,98.103,93.846,92.02,97.766,96.752,97.432,98.443,94.388,97.449,NA,98.799,91.795,NA,96.747,98.462,NA,96.741,99.145,NA,96.923,95.377,95.392,NA,97.084,94.728,97.089,96.599,NA,95.439,NA,NA,97.432,93.103,NA,99.656,97.595,94.907,96.252,NA,99.314,NA,97.77,NA,NA,NA,95.946,NA,NA,97.084,98.288,NA,97.274,95.214,98.971,95.918,98.296,98.803,91.186,95.377,96.239,98.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
100,99.064,98.44,97.542,96.354,98.498,98.14,96.659,97.778,98.679,NA,96.142,NA,96.405,98.258,97.071,98.68,97.433,NA,98.262,98.676,97.476,NA,97.723,97.232,95.878,98.558,97.127,98.316,96.37,98.313,95.601,97.365,NA,98.087,98.384,97.9,NA,95.971,95.868,97.66,95.11,95.501,96.377,91.553,96.232,96.723,98.259,97.767,96.881,96.599,NA,98.679,96.807,NA,96.221,97.5,NA,97.424,98.739,NA,91.777,95.991,94.869,NA,95.876,96.416,95.978,97.487,NA,97.431,NA,NA,96.533,94.174,NA,97.422,97.879,97.479,94.683,NA,96.939,NA,97.217,NA,NA,NA,97.479,NA,NA,98.138,98.321,NA,91.281,92.5,98.496,98.559,97.667,98.559,97.359,97.962,97.904,98.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
100,99.057,96.76,96.664,98.011,99.057,98.973,98.28,96.843,98.115,NA,95.648,NA,97.694,95.403,97.521,98.546,97.447,NA,97.86,95.908,97.17,NA,95.082,97.355,92.972,97.536,97.519,96.825,98.971,97.092,95.482,97.609,NA,96.846,98.696,98.274,NA,98.463,93.544,97.613,94.723,94.373,95.719,91.596,96.522,NA,97.615,95.497,95.369,100,NA,98.124,98.034,NA,97.182,NA,NA,96.426,96.913,NA,96.923,96.508,96.325,NA,97.172,97.014,97.106,97.014,NA,96.249,NA,NA,97.096,93.872,NA,97.438,NA,92.627,95.076,NA,98.543,NA,95.844,NA,NA,NA,97.609,NA,NA,98.116,97.288,NA,92,92.502,97.605,96.936,98.202,97.263,97.265,97.704,96.667,96.923,NA,NA,NA,96.435,99.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
100,99.173,96.458,96.614,NA,98.681,98.27,97.204,97.937,97.362,NA,91.319,NA,98.096,97.666,97.858,99.009,97.937,NA,98.346,97.514,98.264,NA,93.208,98.107,92.984,92.504,97.355,NA,NA,93.643,96.338,98.098,NA,98.099,97.776,NA,NA,97.188,NA,95.827,95.466,98.468,96.296,96.543,95.741,NA,97.521,95,94.403,NA,NA,97.537,97.686,NA,97.19,NA,NA,92.793,95.902,NA,96.546,96.878,91.28,NA,96.373,97.107,98.185,98.348,NA,97.282,NA,NA,97.688,95.458,NA,97.025,NA,97.444,94.91,NA,95.898,NA,98.673,NA,NA,NA,97.705,NA,NA,98.434,96.782,NA,97.774,93.954,98.431,88.433,96.708,98.348,97.36,96.39,97.69,95.813,NA,NA,NA,96.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
100,96.301,98.575,96.801,NA,98.57,96.262,98.104,99.049,95.719,NA,93.136,NA,98.093,97.268,97.156,98.331,98.109,NA,97.268,97.735,96.2,NA,95.848,97.143,95.616,95.75,98.091,NA,NA,98.568,98.566,96.79,NA,97.86,97.976,NA,NA,92.381,NA,97.497,95.363,98.69,96.531,94.458,95.03,NA,98.091,90.521,95.724,NA,NA,96.801,96.56,NA,89.061,NA,NA,94.617,94.385,NA,96.31,97.17,92.58,NA,96.905,96.085,93.067,98.434,NA,97.038,NA,NA,97.381,89.547,NA,97.494,NA,95.165,93.491,NA,97.503,NA,92.966,NA,NA,NA,97.031,NA,NA,97.746,96.916,NA,97.024,94.643,93.78,96.816,98.551,95.122,96.2,98.216,97.839,98.214,NA,NA,NA,96.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
100,98.976,97.194,98.59,NA,96.081,NA,97.583,98.724,97.187,NA,94.515,NA,97.074,98.333,95.674,97.698,97.215,NA,98.977,98.338,97.459,NA,98.207,97.577,95.742,95.647,98.465,NA,NA,96.569,94.162,97.826,NA,96.569,98.201,NA,NA,95.19,NA,98.077,96.051,98.784,95.685,97.446,96.556,NA,97.318,98.21,94.458,NA,NA,96.815,98.084,NA,97.12,NA,NA,91.508,97.183,NA,96.051,97.197,93.393,NA,97.651,95.547,93.359,97.954,NA,95.172,NA,NA,98.721,91.519,NA,97.19,NA,89.515,96.552,NA,98.346,NA,97.695,NA,NA,NA,97.439,NA,NA,98.59,96.947,NA,96.169,92.162,96.188,95.924,93.438,NA,98.219,97.845,98.342,98.342,NA,NA,NA,98.342,NA,99.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
100,98.968,97.004,97.846,NA,94.734,NA,97.484,98.64,96.717,NA,97.562,NA,97.657,97.428,97.611,97.801,95.067,NA,98.503,97.889,97.386,NA,96.457,96.642,95.796,97.937,97.224,NA,NA,97.802,93.826,96.397,NA,97.563,97.424,NA,NA,93.349,NA,97.388,96.26,NA,96.091,95.794,95.063,NA,97.225,97.375,97.052,NA,NA,98.685,96.916,NA,94.558,NA,NA,92.354,96.457,NA,97.509,96.11,94.354,NA,97.759,95.2,94.556,96.874,NA,95.802,NA,NA,96.549,84.781,NA,97.382,NA,95.243,95.618,NA,95.845,NA,96.732,NA,NA,NA,96.821,NA,NA,98.404,96.329,NA,97.056,92.261,96.727,97.095,NA,NA,97.027,98.639,96.035,97.892,NA,NA,NA,97.002,NA,96.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
100,94.118,95.349,96.552,92.025,97.674,94.937,97.688,97.076,97.093,94.839,98.256,96.835,97.661,94.286,94.798,94.737,94.152,96.795,97.093,97.093,98.795,94.34,98.83,98.83,97.661,97.468,96.855,97.468,94.937,96.512,97.093,96.512,97.468,96.226,97.093,95,94.872,96.512,94.304,98.83,98.83,97.468,95.266,97.093,97.661,95.455,93.678,95.455,97.661,94.231,97.468,96.512,96.532,95.57,95.349,95.57,90,95.906,96.491,96.855,95.954,94.798,95.266,92.994,97.674,96.491,98.837,97.11,94.937,94.595,91.772,91.026,97.076,92.357,93.711,97.674,96.226,95.57,94.798,90.588,95.93,96.226,98.246,93.464,96.203,96.226,97.093,95.238,95.57,97.076,93.567,97.386,97.076,95.954,97.661,95.954,99.123,NA,97.076,96.914,94.512,94.857,NA,NA,96.226,97.093,NA,NA,95.031,96.026,94.969,94.872,94.872,94.839,94.268,94.231,96.528,92.262,94.702,92.216,94.118,94.702,94.156,94.118,94.156,91.667,92.994,92.405,91.018,92.667,90.062,89.222,87.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
100,93.158,95.699,95.187,NA,93.548,NA,95.161,94.652,96.237,NA,94.709,NA,93.678,93.548,93.548,91.935,95.187,NA,95.161,94.211,95.161,NA,95.699,94.118,NA,93.583,95.109,NA,NA,93.011,89.222,96.237,NA,91.444,100,NA,NA,93.548,NA,94.624,92.553,NA,92.09,91.444,95.161,NA,96.237,90.374,93.651,NA,NA,95.187,93.085,NA,87.097,NA,NA,90.588,94.211,NA,94.681,86.631,94.382,NA,91.398,95.699,NA,95.722,NA,92.899,NA,NA,94.022,89.674,NA,91.444,NA,91.005,96.947,NA,93.048,NA,92.513,NA,NA,NA,95.722,NA,NA,94.652,94.475,NA,95.028,93.011,92.021,90.86,87.978,NA,96.237,92.473,95.161,90.957,NA,NA,NA,88.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
100,98.7,96.658,98.831,NA,98.836,NA,98.274,96.239,96.891,NA,95.758,NA,97.297,98.318,96.766,97.795,98.182,NA,98.307,97.917,97.671,NA,95.624,96.258,NA,97.392,98.7,NA,NA,99.22,96.494,99.089,NA,96.489,NA,NA,NA,98.312,NA,98.316,96.144,NA,94.201,95.244,98.309,NA,98.442,96.757,99.351,NA,NA,97.93,98.309,NA,95.013,NA,NA,94.323,96.899,NA,97.301,96.645,93.653,NA,97.403,97.801,NA,97.927,NA,97.927,NA,NA,97.109,93.017,NA,96.766,NA,95.455,96.899,NA,96.719,NA,95.619,NA,NA,NA,97.135,NA,NA,99.09,97.419,NA,97.532,96.48,98.271,95.974,97.795,NA,97.919,97.15,97.665,97.792,NA,NA,NA,97.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
100,97.976,97.623,96.88,NA,98.13,NA,96.126,97.651,98.049,NA,98.287,NA,98.076,97.013,99.01,98.021,97.996,NA,96.671,98.048,97.125,NA,98.286,95.623,NA,97.679,98.204,NA,NA,96.095,93.825,96.605,NA,97.919,NA,NA,NA,97.249,NA,98.419,96.739,NA,95.349,95.459,97.196,NA,96.987,97.737,96.535,NA,NA,96.903,98.817,NA,95.909,NA,NA,95.4,98.179,NA,94.539,96.035,94.73,NA,97.038,96.434,NA,97.613,NA,95.455,NA,NA,97.887,NA,NA,97.352,NA,96.885,95.341,NA,96.147,NA,94.236,NA,NA,NA,96.342,NA,NA,97.755,96.503,NA,97.251,96.461,97.115,96.856,94.948,NA,95.606,96.295,97.407,97.864,NA,NA,NA,97.193,NA,NA,NA,NA,NA,NA,96.317,NA,NA,92.541,NA,NA,NA,NA,NA,NA,NA,95.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
100,NA,97.619,97.959,NA,98.305,NA,97.306,97.627,96.949,NA,95.333,NA,96.99,99.32,100,100,97.619,NA,98.639,97.931,96.522,NA,91.554,97.98,NA,98.98,97.306,NA,NA,98.288,99.661,98.328,NA,99.322,NA,NA,NA,98.316,NA,100,96.939,NA,96.599,NA,98.639,NA,99.66,93.728,NA,NA,NA,98.639,NA,NA,97.279,NA,NA,95.254,98.639,NA,94.02,98.644,98.299,NA,95,96.491,NA,96.284,NA,95.39,NA,NA,97.627,NA,NA,97.993,NA,97.288,96.622,NA,98.311,NA,95.775,NA,NA,NA,98.276,NA,NA,99.32,98.322,NA,99.32,97.635,96.246,96.656,95.563,NA,96.928,98.639,95.593,95.608,NA,NA,NA,98.983,NA,NA,NA,NA,NA,NA,95.286,NA,NA,97.635,NA,NA,NA,NA,NA,NA,NA,97.288,NA,98.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
100,NA,95.349,97.877,NA,97.418,NA,99.059,97.887,96.706,NA,98.095,NA,99.057,97.412,98.118,96.963,85.185,NA,99.292,NA,NA,NA,90.118,96.244,NA,98.353,92.254,NA,NA,98.345,94.764,97.647,NA,99.054,NA,NA,NA,98.345,NA,96.098,98.113,NA,99.286,NA,97.176,NA,98.585,92.019,NA,NA,NA,96.503,NA,NA,97.892,NA,NA,94.824,98.821,NA,95.775,97.412,94.379,NA,96.941,94.575,NA,96.714,NA,92.488,NA,NA,97.647,NA,NA,98.126,NA,94.131,97.767,NA,94.353,NA,97.902,NA,NA,NA,98.113,NA,NA,99.057,96.226,NA,96.927,93.176,96.019,94.896,96.462,NA,96.86,96.97,97.653,96.706,NA,NA,NA,96.706,NA,NA,NA,NA,NA,NA,95.785,NA,NA,96.927,NA,NA,NA,NA,NA,NA,NA,90.632,NA,98.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
100,98.157,98.069,98.496,NA,98.394,NA,97.754,97.112,98.071,NA,97.009,NA,92.744,96.463,98.387,97.543,82.243,NA,97.1,NA,NA,NA,94.462,97.537,NA,96.999,96.324,NA,NA,97.219,NA,98.071,NA,98.389,NA,NA,NA,93.757,NA,NA,96.882,NA,97.1,NA,96.371,NA,99.033,97.561,NA,NA,NA,96.141,NA,NA,96.688,NA,NA,93.497,95.833,NA,97.326,96.06,94.569,NA,96.047,96.578,NA,97.213,NA,92.013,NA,NA,97.326,NA,NA,95.087,NA,93.83,95.546,NA,98.504,NA,96.578,NA,NA,NA,98.176,NA,NA,96.478,96.702,NA,97.009,96.812,95.541,97.338,97.642,NA,98.499,98.495,94.793,96.257,NA,NA,NA,95.629,NA,NA,NA,NA,NA,NA,92.714,NA,NA,96.567,NA,NA,NA,NA,NA,NA,NA,97.754,NA,97.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
100,100,99.645,99.291,NA,98.587,NA,97.203,99.291,97.527,NA,96.403,NA,94.737,96.853,99.291,97.88,86.275,NA,98.936,NA,NA,NA,94.681,99.293,NA,96.831,95.406,NA,NA,97.826,NA,99.645,NA,99.645,NA,NA,NA,96.809,NA,NA,96.842,NA,94.662,NA,97.173,NA,93.993,96.403,NA,NA,NA,93.066,NA,NA,96.809,NA,NA,96.454,94.406,NA,95.406,97.368,95.775,NA,96.127,97.895,NA,97.163,NA,91.241,NA,NA,97.872,NA,NA,98.566,NA,95.088,98.582,NA,97.872,NA,92.361,NA,NA,NA,95.76,NA,NA,98.201,94.718,NA,95.76,93.38,98.582,98.582,97.887,NA,97.193,96.82,95.775,96.454,NA,NA,NA,95.775,NA,NA,NA,NA,NA,NA,95.423,NA,NA,95.07,NA,NA,NA,NA,NA,NA,NA,97.88,NA,96.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
100,NA,95.848,96.354,NA,97.917,NA,94.511,97.028,98.776,NA,96.713,NA,96.696,96.69,98.252,95.439,79.119,NA,98.774,NA,NA,NA,97.731,97.739,NA,99.129,95.017,NA,NA,95.478,NA,97.552,NA,97.317,NA,NA,NA,99.298,NA,NA,96.277,NA,95.876,NA,96.707,NA,98.947,98.252,NA,NA,NA,96.996,NA,NA,96.028,NA,NA,94.801,97.557,NA,96.853,94.957,92.255,NA,95.69,96.696,NA,96.534,NA,96.713,NA,NA,99.301,NA,NA,96.119,NA,89.139,96.678,NA,97.064,NA,93.554,NA,NA,NA,96.39,NA,NA,98.778,98.601,NA,96.859,95.271,95.804,98.427,96.007,NA,98.772,95.797,95.271,96.864,NA,NA,NA,94.301,NA,NA,NA,NA,NA,NA,95.652,NA,NA,95.271,NA,NA,NA,NA,NA,NA,NA,99.279,NA,97.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
100,NA,97.007,99.499,NA,98.747,NA,97,97.512,98.997,NA,98.254,NA,96.985,98.504,99.248,96.01,85.385,NA,98.254,NA,NA,NA,96.25,97.744,NA,97.27,96.259,NA,NA,97.25,NA,96.517,NA,97.082,NA,NA,NA,95.792,NA,NA,97.257,NA,96.287,NA,96.01,NA,98.507,96.742,NA,NA,NA,96.947,NA,NA,98.747,NA,NA,95.761,98,NA,97.744,89.487,96.049,NA,97.257,97.506,NA,96.25,NA,96.543,NA,NA,97.75,NA,NA,98.25,NA,91.758,93.627,NA,93.781,NA,89.776,NA,NA,NA,97.995,NA,NA,98.02,98.75,NA,98.756,96.104,96.25,98.259,97.744,NA,98.507,98.01,92.677,97.264,NA,NA,NA,98.404,NA,NA,NA,NA,NA,NA,94.307,NA,NA,95.297,NA,NA,NA,NA,NA,NA,NA,97.268,NA,96,NA,NA,NA,NA,NA,NA,NA,98.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
100,NA,98.83,96.307,NA,99.123,NA,96.542,98.542,97.376,NA,97.661,NA,97.965,97.376,98.266,97.661,85.616,NA,99.125,NA,NA,NA,99.415,93.093,NA,97.971,97.64,NA,NA,98.547,NA,94.767,NA,97.118,NA,NA,NA,94.524,NA,NA,95.115,NA,97.076,NA,97.376,NA,97.085,97.953,NA,NA,NA,95.93,NA,NA,97.959,NA,NA,93.009,97.376,NA,97.668,94.253,97.414,NA,95.588,96.812,NA,90.778,NA,96.275,NA,NA,96.812,NA,NA,97.067,NA,97.231,95.115,NA,97.391,NA,94.857,NA,NA,NA,98.261,NA,NA,98.542,98.837,NA,97.748,95.072,94.524,96.83,99.125,NA,99.125,98.799,95.101,97.376,NA,NA,NA,98.366,NA,NA,NA,NA,NA,NA,96.21,NA,NA,96.802,NA,NA,NA,NA,NA,NA,NA,96.221,NA,98.837,NA,NA,NA,NA,NA,NA,NA,98.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
100,NA,99.089,98.682,NA,98.594,NA,98.756,99.09,97.037,NA,95.414,NA,96.865,98.84,96.39,98.759,89.72,NA,97.605,NA,NA,NA,97.778,96.129,NA,96.957,94.984,NA,NA,97.103,NA,95.389,NA,96.785,NA,NA,NA,97.849,NA,NA,97.607,NA,97.115,NA,98.432,NA,97.607,97.78,NA,NA,NA,95.222,NA,NA,97.849,NA,NA,94.147,97.525,NA,97.119,98.72,94.435,NA,95.627,97.364,NA,96.945,NA,94.171,NA,NA,97.765,NA,NA,96.6,98.302,98.35,95.974,NA,98.266,NA,94.918,NA,NA,NA,96.205,NA,NA,95.702,99.585,NA,98.434,93.146,96.867,98.927,95.892,NA,97.351,98.35,98.51,92.59,NA,NA,NA,95.885,NA,NA,NA,NA,NA,NA,97.017,NA,NA,97.684,NA,NA,NA,NA,NA,NA,NA,97.032,NA,98.844,NA,NA,NA,NA,NA,NA,NA,97.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
100,NA,98.734,96.855,NA,93.59,NA,100,98.726,95.541,NA,98.726,NA,98.089,98.718,98.718,95.513,100,NA,98.718,NA,NA,NA,96.855,94.304,NA,98.718,96.795,NA,NA,98.718,NA,NA,NA,96.154,NA,NA,NA,97.484,NA,NA,95.57,NA,96.154,NA,99.32,NA,96.178,98.077,NA,NA,NA,100,NA,NA,97.452,NA,NA,99.359,99.359,NA,97.436,NA,96.795,NA,98.718,97.484,NA,95.513,NA,98.101,NA,NA,98.077,NA,NA,98.077,98.718,97.484,98.077,NA,98.077,NA,94.937,NA,NA,NA,98.734,NA,NA,98.718,98.077,NA,93.671,94.904,98.089,92.357,97.484,NA,98.718,96.203,100,99.359,NA,NA,NA,98.089,NA,NA,NA,NA,NA,NA,94.304,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,96.178,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
100,NA,98.653,97.99,NA,94.128,NA,96.985,97.811,97.804,NA,98.308,NA,97.302,98.487,98.487,96.729,94.074,NA,95.326,NA,NA,NA,97.483,95.833,NA,97.966,96.459,NA,NA,97.811,NA,NA,NA,97.297,NA,NA,NA,98.826,NA,NA,97.124,NA,97.99,NA,96.488,NA,95.674,99.155,NA,NA,NA,98.99,NA,NA,97.297,NA,NA,95.286,94.215,NA,95.638,NA,94.622,NA,98.827,98.477,NA,96.796,NA,97.83,NA,NA,96.115,NA,NA,97.143,96.817,97.983,94.64,NA,97.487,NA,95.151,NA,NA,NA,98.164,NA,NA,98.818,98.649,NA,98.142,96.828,95.623,96.604,98.316,NA,99.494,97.635,98.649,97.83,NA,NA,NA,94.157,NA,NA,NA,NA,NA,NA,98.151,NA,NA,98.308,NA,NA,NA,NA,NA,NA,NA,95.492,NA,97.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
100,NA,96.045,98.049,NA,97.846,NA,97.951,96.708,97.651,NA,99.178,NA,96.881,97.851,99.379,95.931,94.009,NA,97.855,NA,NA,NA,97.741,97.436,NA,98.564,97.026,NA,NA,97.844,NA,NA,NA,96.933,NA,NA,NA,95.316,NA,NA,98.057,NA,97.131,NA,97.846,NA,97.741,98.978,NA,NA,NA,98.152,NA,NA,97.245,NA,NA,94.393,96.791,NA,94.969,NA,94.118,NA,97.541,96.939,NA,97.957,NA,97.551,NA,NA,98.148,NA,NA,94.082,98.767,97.848,95.122,NA,97.122,NA,95.389,NA,NA,NA,97.846,NA,NA,98.873,97.01,NA,98.861,92.922,97.214,96.443,97.016,NA,97.35,96.443,99.076,97.549,NA,NA,NA,95.282,NA,NA,NA,NA,NA,NA,94.292,NA,NA,98.262,NA,NA,NA,NA,NA,NA,98.71,96.936,95.546,98.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
100,NA,98.66,98.156,NA,98.286,NA,94.601,98.543,98.035,NA,96.646,NA,NA,98.477,98.734,97.719,97.436,NA,98.793,NA,NA,NA,98.035,98.476,NA,96.217,96.637,NA,NA,96.599,NA,NA,NA,96.843,NA,NA,NA,96.076,NA,NA,96.827,NA,90.2,NA,98.163,NA,96.709,98.149,NA,NA,NA,98.035,NA,NA,96.287,NA,NA,94.807,97.219,NA,95.322,NA,95.073,NA,96.643,98.222,NA,96.451,NA,95.334,NA,NA,97.722,NA,NA,92.733,97.284,96.36,96.331,NA,98.102,NA,94.335,NA,NA,97.195,97.719,NA,NA,98.539,93.001,90.805,97.727,93.561,96.212,94.304,96.78,NA,96.811,96.226,97.972,97.527,NA,NA,NA,98.033,NA,NA,NA,NA,NA,NA,88.98,NA,NA,94.122,NA,NA,NA,NA,NA,NA,97.723,96.715,96.641,97.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
100,NA,99.522,97.133,NA,100,NA,96.552,98.216,97.281,NA,97.988,NA,NA,98.573,98.69,97.262,91.051,NA,98.575,NA,NA,NA,97.136,96.659,NA,96.323,97.976,NA,NA,95.524,NA,NA,NA,98.81,NA,NA,NA,96.552,NA,NA,98.571,NA,96.901,NA,97.275,NA,96.462,NA,NA,NA,NA,95.868,NA,NA,94.656,NA,NA,95.244,98.447,NA,93.632,NA,89.387,NA,97.15,96.801,NA,97.619,NA,95.952,NA,NA,96.195,NA,NA,95.967,95.514,95.401,95.182,NA,95.972,NA,98.212,NA,NA,96.901,96.801,NA,NA,98.689,95.03,96.908,98.219,93.602,96.071,96.31,92.571,NA,98.686,96.483,98.69,97.378,NA,NA,NA,96.204,NA,NA,NA,NA,NA,NA,93.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.146,97.976,95.77,97.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
